0.1744	0
0.17441	0
0.17442	0
0.17443	0
0.17444	0
0.17445	0
0.17446	0
0.17447	0
0.17448	0
0.17449	0
0.1745	0
0.17451	0
0.17452	0
0.17453	0
0.17454	0
0.17455	0
0.17456	0
0.17457	732556
0.17458	1.42639e+07
0.17459	3.60133e+07
0.1746	6.29028e+07
0.17461	9.30091e+07
0.17462	1.24538e+08
0.17463	1.55645e+08
0.17464	1.84424e+08
0.17465	2.08966e+08
0.17466	2.2746e+08
0.17467	2.38311e+08
0.17468	2.40268e+08
0.17469	2.32538e+08
0.1747	2.14878e+08
0.17471	1.87651e+08
0.17472	1.51834e+08
0.17473	1.08976e+08
0.17474	6.11087e+07
0.17475	1.06066e+07
0.17476	-3.99741e+07
0.17477	-8.80795e+07
0.17478	-1.31338e+08
0.17479	-1.67719e+08
0.1748	-1.95666e+08
0.17481	-2.14169e+08
0.17482	-2.22791e+08
0.17483	-2.21619e+08
0.17484	-2.11001e+08
0.17485	-1.91411e+08
0.17486	-1.67475e+08
0.17487	-1.40714e+08
0.17488	-1.12499e+08
0.17489	-8.42527e+07
0.1749	-5.74062e+07
0.17491	-3.34028e+07
0.17492	-1.38303e+07
0.17493	-1.16814e+06
0.17494	-356.945
0.17495	-359.065
0.17496	-361.184
0.17497	-363.304
0.17498	-365.423
0.17499	-367.543
0.175	-369.663
0.17501	-371.782
0.17502	-373.902
0.17503	-376.021
0.17504	-378.141
0.17505	-380.26
0.17506	-382.38
0.17507	-384.499
0.17508	-386.619
0.17509	-388.738
0.1751	-390.858
0.17511	-392.978
0.17512	-395.097
0.17513	-397.217
0.17514	-399.336
0.17515	-401.456
0.17516	-403.575
0.17517	-405.695
0.17518	-407.814
0.17519	-409.934
0.1752	-412.053
0.17521	-414.173
0.17522	-416.292
0.17523	-418.412
0.17524	-420.531
0.17525	-422.651
0.17526	-424.77
0.17527	-426.89
0.17528	-429.009
0.17529	-431.129
0.1753	-433.248
0.17531	-435.368
0.17532	-437.487
0.17533	-439.606
0.17534	-441.726
0.17535	-443.845
0.17536	-445.965
0.17537	-448.084
0.17538	-450.204
0.17539	-452.323
0.1754	-454.443
0.17541	-456.562
0.17542	-458.681
0.17543	-460.801
0.17544	-462.92
0.17545	-465.04
0.17546	-467.159
0.17547	-469.278
0.17548	-471.398
0.17549	-473.517
0.1755	-475.637
0.17551	-477.756
0.17552	-479.875
0.17553	-481.995
0.17554	-484.114
0.17555	-486.234
0.17556	-488.353
0.17557	-490.472
0.17558	-492.592
0.17559	-494.711
0.1756	-496.83
0.17561	-498.95
0.17562	-501.069
0.17563	-503.188
0.17564	-505.308
0.17565	-507.427
0.17566	-509.546
0.17567	-511.666
0.17568	-513.785
0.17569	-515.904
0.1757	-518.024
0.17571	-520.143
0.17572	-522.262
0.17573	-524.382
0.17574	-526.501
0.17575	-528.62
0.17576	-530.739
0.17577	-532.859
0.17578	-534.978
0.17579	-537.097
0.1758	-539.217
0.17581	-541.336
0.17582	-543.455
0.17583	-545.574
0.17584	-547.694
0.17585	-549.813
0.17586	-551.932
0.17587	-554.051
0.17588	-556.171
0.17589	-558.29
0.1759	-560.409
0.17591	-562.528
0.17592	-564.647
0.17593	-566.767
0.17594	-568.886
0.17595	-571.005
0.17596	-573.124
0.17597	-575.244
0.17598	-577.363
0.17599	-579.482
