0.1744	0
0.17441	0
0.17442	0
0.17443	0
0.17444	0
0.17445	0
0.17446	0
0.17447	0
0.17448	0
0.17449	0
0.1745	0
0.17451	0
0.17452	0
0.17453	0
0.17454	0
0.17455	0
0.17456	0
0.17457	36631.1
0.17458	714195
0.17459	1.814e+06
0.1746	3.20775e+06
0.17461	4.84015e+06
0.17462	6.6765e+06
0.17463	8.69125e+06
0.17464	1.08637e+07
0.17465	1.31757e+07
0.17466	1.5611e+07
0.17467	1.8154e+07
0.17468	2.07897e+07
0.17469	2.35035e+07
0.1747	2.62805e+07
0.17471	2.91061e+07
0.17472	3.19652e+07
0.17473	3.48428e+07
0.17474	3.77235e+07
0.17475	4.05918e+07
0.17476	4.34321e+07
0.17477	4.62284e+07
0.17478	4.89649e+07
0.17479	5.16256e+07
0.1748	5.41946e+07
0.17481	5.66561e+07
0.17482	5.89943e+07
0.17483	6.1194e+07
0.17484	6.32401e+07
0.17485	6.51181e+07
0.17486	6.6814e+07
0.17487	6.83144e+07
0.17488	6.96067e+07
0.17489	7.06792e+07
0.1749	7.15211e+07
0.17491	7.21225e+07
0.17492	7.24747e+07
0.17493	7.25702e+07
0.17494	7.24029e+07
0.17495	7.19678e+07
0.17496	7.12614e+07
0.17497	7.02818e+07
0.17498	6.90283e+07
0.17499	6.75019e+07
0.175	6.57052e+07
0.17501	6.36423e+07
0.17502	6.13188e+07
0.17503	5.87418e+07
0.17504	5.59202e+07
0.17505	5.28641e+07
0.17506	4.95851e+07
0.17507	4.60962e+07
0.17508	4.24119e+07
0.17509	3.85475e+07
0.1751	3.45198e+07
0.17511	3.03465e+07
0.17512	2.60462e+07
0.17513	2.16384e+07
0.17514	1.71432e+07
0.17515	1.25811e+07
0.17516	7.97339e+06
0.17517	3.34134e+06
0.17518	-1.29354e+06
0.17519	-5.90975e+06
0.1752	-1.04859e+07
0.17521	-1.5001e+07
0.17522	-1.94343e+07
0.17523	-2.37656e+07
0.17524	-2.79757e+07
0.17525	-3.20458e+07
0.17526	-3.59581e+07
0.17527	-3.9696e+07
0.17528	-4.32438e+07
0.17529	-4.65871e+07
0.1753	-4.97128e+07
0.17531	-5.2609e+07
0.17532	-5.52652e+07
0.17533	-5.76725e+07
0.17534	-5.98233e+07
0.17535	-6.17115e+07
0.17536	-6.33323e+07
0.17537	-6.46826e+07
0.17538	-6.57605e+07
0.17539	-6.65656e+07
0.1754	-6.70986e+07
0.17541	-6.73615e+07
0.17542	-6.7357e+07
0.17543	-6.70889e+07
0.17544	-6.6561e+07
0.17545	-6.57768e+07
0.17546	-6.47374e+07
0.17547	-6.34356e+07
0.17548	-6.18179e+07
0.17549	-6.00099e+07
0.1755	-5.80784e+07
0.17551	-5.6033e+07
0.17552	-5.38833e+07
0.17553	-5.16399e+07
0.17554	-4.93132e+07
0.17555	-4.69144e+07
0.17556	-4.44547e+07
0.17557	-4.19456e+07
0.17558	-3.93987e+07
0.17559	-3.68258e+07
0.1756	-3.42388e+07
0.17561	-3.16494e+07
0.17562	-2.90697e+07
0.17563	-2.65113e+07
0.17564	-2.39863e+07
0.17565	-2.15063e+07
0.17566	-1.90833e+07
0.17567	-1.67291e+07
0.17568	-1.44558e+07
0.17569	-1.22757e+07
0.1757	-1.02015e+07
0.17571	-8.24693e+06
0.17572	-6.42677e+06
0.17573	-4.75805e+06
0.17574	-3.26137e+06
0.17575	-1.96385e+06
0.17576	-906280
0.17577	-168311
0.17578	-1178.8
0.17579	-1180.92
0.1758	-1183.04
0.17581	-1185.16
0.17582	-1187.28
0.17583	-1189.4
0.17584	-1191.52
0.17585	-1193.64
0.17586	-1195.76
0.17587	-1197.88
0.17588	-1200
0.17589	-1202.12
0.1759	-1204.23
0.17591	-1206.35
0.17592	-1208.47
0.17593	-1210.59
0.17594	-1212.71
0.17595	-1214.83
0.17596	-1216.95
0.17597	-1219.07
0.17598	-1221.19
0.17599	-1223.31
